Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,TotalDuration,avg_time_per_page,admin_ratio,info_ratio,product_ratio,admin_duration_ratio,info_duration_ratio,product_duration_ratio,Cluster
3,176.0,0,0.0,21,654.5,0.009090909,0.031818182,0.0,0.2,May,1,1,2,3,Returning_Visitor,False,False,830.5,33.22,0.12,0.0,0.84,0.211665664461816,0.0,0.7871316897173782,0
1,5.0,0,0.0,17,389.0,0.0,0.041666667,9.297,0.0,May,2,4,3,2,Returning_Visitor,False,False,394.0,20.736842105263158,0.05263157894736842,0.0,0.8947368421052632,0.012658227848101266,0.0,0.9848101265822785,0
0,0.0,0,0.0,11,1435.0,0.054545455,0.109090909,0.0,0.0,May,2,2,1,1,Returning_Visitor,True,False,1435.0,119.58333333333333,0.0,0.0,0.9166666666666666,0.0,0.0,0.9993036211699164,2
1,6.0,2,15.0,19,512.0666667,0.00952381,0.033333333,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False,533.0666667,23.176811595652175,0.043478260869565216,0.08695652173913043,0.8260869565217391,0.011234552489624607,0.028086381224061513,0.9588066408713765,0
4,56.66666667,0,0.0,21,797.2952381,0.0,0.019875776,0.0,0.0,May,1,1,3,2,Returning_Visitor,False,False,853.96190477,32.844688645000005,0.15384615384615385,0.0,0.8076923076923077,0.06627975627199945,0.0,0.9325506009703282,0
0,0.0,0,0.0,22,555.8666667,0.00952381,0.019047619,0.0,0.0,May,3,2,3,13,Returning_Visitor,True,False,555.8666667,24.16811594347826,0.0,0.0,0.9565217391304348,0.0,0.0,0.9982042379984315,0
1,19.0,1,0.0,56,2954.759524,0.013793103,0.049396552,0.0,0.6,May,2,2,3,6,Returning_Visitor,False,False,2973.759524,50.40270379661017,0.01694915254237288,0.01694915254237288,0.9491525423728814,0.006387070903281525,0.0,0.99327676747023,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,2,2,6,6,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,3
0,0.0,0,0.0,5,97.16666667,0.0,0.033333333,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False,97.16666667,16.194444445,0.0,0.0,0.8333333333333334,0.0,0.0,0.9898132427847262,0
3,52.33333333,0,0.0,2,291.0,0.0,0.04,0.0,0.0,May,2,2,7,3,New_Visitor,False,False,343.33333333,57.22222222166667,0.5,0.0,0.3333333333333333,0.1519845111244142,0.0,0.8451113262424502,1
0,0.0,0,0.0,4,36.0,0.1,0.15,0.0,0.6,May,2,5,1,3,Returning_Visitor,False,False,36.0,7.2,0.0,0.0,0.8,0.0,0.0,0.972972972972973,2
0,0.0,0,0.0,18,472.0,0.030555556,0.034444444,0.0,0.8,May,2,2,7,3,Returning_Visitor,False,False,472.0,24.842105263157894,0.0,0.0,0.9473684210526315,0.0,0.0,0.9978858350951374,0
0,0.0,0,0.0,14,628.0,0.014285714,0.042857143,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False,628.0,41.86666666666667,0.0,0.0,0.9333333333333333,0.0,0.0,0.9984101748807631,0
0,0.0,0,0.0,6,129.0,0.0,0.05,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False,129.0,18.428571428571427,0.0,0.0,0.8571428571428571,0.0,0.0,0.9923076923076923,2
6,89.46666667,1,32.0,81,1141.061905,0.001605136,0.004809853,27.89977528,0.0,May,4,2,6,3,Returning_Visitor,True,False,1262.52857167,14.185714288426967,0.06741573033707865,0.011235955056179775,0.9101123595505618,0.07080699928435516,0.02532590138243233,0.9030756649150115,0
0,0.0,0,0.0,5,105.0,0.04,0.06,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False,105.0,17.5,0.0,0.0,0.8333333333333334,0.0,0.0,0.9905660377358491,2
0,0.0,0,0.0,5,273.5,0.0,0.05,0.0,0.0,May,2,2,6,1,Returning_Visitor,False,False,273.5,45.583333333333336,0.0,0.0,0.8333333333333334,0.0,0.0,0.9963570127504554,0
1,9.0,0,0.0,11,467.0,0.0,0.02,79.182,0.0,May,2,4,1,1,Returning_Visitor,False,True,476.0,36.61538461538461,0.07692307692307693,0.0,0.8461538461538461,0.018867924528301886,0.0,0.9790356394129979,0
3,111.0,0,0.0,25,461.2222222,0.0,0.007142857,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False,572.2222222,19.731800765517242,0.10344827586206896,0.0,0.8620689655172413,0.19364217872431252,0.0,0.8046132971430359,0
3,120.0,0,0.0,5,198.0,0.0,0.014285714,0.0,0.0,May,3,3,4,2,New_Visitor,True,False,318.0,35.333333333333336,0.3333333333333333,0.0,0.5555555555555556,0.3761755485893417,0.0,0.6206896551724138,1
0,0.0,0,0.0,7,220.3333333,0.0,0.01,0.0,0.0,May,2,2,1,5,New_Visitor,False,False,220.3333333,27.5416666625,0.0,0.0,0.875,0.0,0.0,0.995481927710163,0
0,0.0,0,0.0,5,241.0,0.0,0.08,0.0,1.0,May,2,2,5,1,Returning_Visitor,True,False,241.0,40.166666666666664,0.0,0.0,0.8333333333333334,0.0,0.0,0.9958677685950413,2
9,149.9333333,2,26.66666667,67,1783.122222,0.0,0.005855856,0.0,0.0,May,1,1,2,4,Returning_Visitor,False,False,1959.72222197,24.806610404683543,0.11392405063291139,0.02531645569620253,0.8481012658227848,0.07646842149285032,0.013600430683754456,0.9094211316728181,0
0,0.0,0,0.0,34,731.5238095,0.020588235,0.042647059,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False,731.5238095,20.90068027142857,0.0,0.0,0.9714285714285714,0.0,0.0,0.9986348566599049,0
3,53.25,1,77.0,198,3057.809524,0.0,0.002734559,11.97910693,0.0,May,4,1,5,1,Returning_Visitor,True,True,3188.059524,15.704726719211822,0.014778325123152709,0.0049261083743842365,0.9753694581280788,0.016697712789383482,0.024145049479484097,0.9588436656599703,0
0,0.0,0,0.0,90,601.7901961,0.002222222,0.012763533,0.0,0.8,May,2,2,3,1,Returning_Visitor,False,False,601.7901961,6.613079078021978,0.0,0.0,0.989010989010989,0.0,0.0,0.9983410480023234,0
2,60.0,6,459.0,17,1370.067857,0.02173913,0.035072464,0.0,0.0,May,1,1,6,1,Returning_Visitor,False,False,1889.067857,72.65645603846154,0.07692307692307693,0.23076923076923078,0.6538461538461539,0.031744892003631384,0.24284842382778007,0.7248776026351947,1
1,97.0,0,0.0,4,59.0,0.0,0.013333333,0.0,0.0,May,2,2,6,6,New_Visitor,False,False,156.0,26.0,0.16666666666666666,0.0,0.6666666666666666,0.6178343949044586,0.0,0.37579617834394907,1
2,21.0,0,0.0,27,694.0,0.007142857,0.014285714,0.0,0.8,May,2,2,1,2,Returning_Visitor,False,False,715.0,23.833333333333332,0.06666666666666667,0.0,0.9,0.029329608938547486,0.0,0.9692737430167597,0
0,0.0,0,0.0,4,39.0,0.04,0.06,0.0,0.4,May,2,5,1,1,Returning_Visitor,False,False,39.0,7.8,0.0,0.0,0.8,0.0,0.0,0.975,2
0,0.0,0,0.0,27,321.6666667,0.051190476,0.07224026,0.0,0.8,May,3,2,1,1,Returning_Visitor,False,False,321.6666667,11.488095239285714,0.0,0.0,0.9642857142857143,0.0,0.0,0.9969008264466012,2
0,0.0,0,0.0,11,540.5,0.0,0.02,0.0,0.0,May,2,2,7,4,New_Visitor,True,False,540.5,45.041666666666664,0.0,0.0,0.9166666666666666,0.0,0.0,0.9981532779316713,0
5,497.75,1,10.0,51,4977.85,0.0,0.015536723,15.35760339,0.0,May,2,2,1,5,Returning_Visitor,False,True,5485.6,94.57931034482759,0.08620689655172414,0.017241379310344827,0.8793103448275862,0.09072102941712536,0.0018226223890934275,0.9072740859548719,0
0,0.0,0,0.0,20,1066.166667,0.005,0.006428571,0.0,0.8,May,2,4,4,2,Returning_Visitor,False,False,1066.166667,50.769841285714286,0.0,0.0,0.9523809523809523,0.0,0.0,0.9990629392475205,0
5,65.0,0,0.0,48,1142.666667,0.0,0.00625,0.0,0.0,May,2,5,7,3,Returning_Visitor,False,False,1207.666667,22.364197537037036,0.09259259259259259,0.0,0.8888888888888888,0.053778268049151055,0.0,0.945394373980862,0
3,149.0,0,0.0,25,1294.183333,0.014814815,0.02962963,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False,1443.183333,49.76494251724138,0.10344827586206896,0.0,0.8620689655172413,0.1031724965905004,0.0,0.8961350705464761,0
5,316.8,0,0.0,26,1086.178571,0.014285714,0.017267081,5.981166667,0.0,May,3,2,3,2,Returning_Visitor,False,False,1402.9785709999999,43.843080343749996,0.15625,0.0,0.8125,0.22564446961206508,0.0,0.7736432688045636,0
0,0.0,0,0.0,14,221.5,0.0,0.014285714,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False,221.5,14.766666666666667,0.0,0.0,0.9333333333333333,0.0,0.0,0.9955056179775281,0
3,49.75,0,0.0,59,754.2261905,0.0,0.003333333,0.0,0.0,May,3,2,7,11,New_Visitor,False,False,803.9761905,12.761526833333333,0.047619047619047616,0.0,0.9365079365079365,0.06180307018658336,0.0,0.9369546570458471,0
2,74.5,0,0.0,22,432.5714286,0.0,0.00125,0.0,0.0,May,1,1,7,4,Returning_Visitor,False,False,507.0714286,20.282857144,0.08,0.0,0.88,0.14663292562088384,0.0,0.851398847189574,0
3,40.0,0,0.0,19,1051.5,0.008333333,0.030555556,12.18,0.6,May,1,1,4,3,Returning_Visitor,False,True,1091.5,47.45652173913044,0.13043478260869565,0.0,0.8260869565217391,0.036613272311212815,0.0,0.9624713958810068,0
3,65.5,2,12.0,39,1101.333333,0.00952381,0.041269841,14.99642857,0.0,May,2,2,3,1,Returning_Visitor,False,False,1178.833333,26.196296288888888,0.06666666666666667,0.044444444444444446,0.8666666666666667,0.05551631587950736,0.010170928100062418,0.9334651786787583,0
9,233.5,2,102.0,81,2477.666667,0.001149425,0.011954023,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False,2813.166667,30.24910394623656,0.0967741935483871,0.021505376344086023,0.8709677419354839,0.08297305299579828,0.0362451880324258,0.8804264139910659,0
1,41.0,0,0.0,37,1501.166667,0.0,0.019298246,15.249,0.4,May,2,6,1,3,Returning_Visitor,False,True,1542.166667,39.54273505128205,0.02564102564102564,0.0,0.9487179487179487,0.026568743919090886,0.0,0.9727832379365411,0
0,0.0,1,18.0,85,1736.447368,0.003069054,0.039989226,0.0,0.6,May,2,2,2,2,Returning_Visitor,False,False,1754.447368,20.166061701149427,0.0,0.011494252873563218,0.9770114942528736,0.0,0.01025379645560527,0.98917654818575,0
0,0.0,0,0.0,13,94.5,0.015384615,0.046153846,0.0,0.4,May,2,2,7,3,Returning_Visitor,False,False,94.5,6.75,0.0,0.0,0.9285714285714286,0.0,0.0,0.9895287958115183,2
0,0.0,0,0.0,10,269.0,0.0,0.02,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False,269.0,24.454545454545453,0.0,0.0,0.9090909090909091,0.0,0.0,0.9962962962962963,0
0,0.0,1,18.0,36,833.0833333,0.032432432,0.055225225,0.0,1.0,May,1,1,7,3,Returning_Visitor,True,False,851.0833333,22.39692982368421,0.0,0.02631578947368421,0.9473684210526315,0.0,0.02112469437735451,0.9777017114905703,2
2,149.6666667,0,0.0,4,86.75,0.0,0.016666667,0.0,0.0,May,3,2,6,5,New_Visitor,False,False,236.4166667,33.77380952857143,0.2857142857142857,0.0,0.5714285714285714,0.6303966304485228,0.0,0.3653913653400644,1
0,0.0,0,0.0,44,547.0,0.06,0.087407407,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False,547.0,12.155555555555555,0.0,0.0,0.9777777777777777,0.0,0.0,0.9981751824817519,2
0,0.0,0,0.0,5,1474.5,0.0,0.02,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False,1474.5,245.75,0.0,0.0,0.8333333333333334,0.0,0.0,0.9993222636394442,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,10,3,4,Returning_Visitor,True,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
4,172.0,0,0.0,11,787.0,0.033333333,0.053333333,0.0,0.0,May,2,2,1,6,Returning_Visitor,True,False,959.0,59.9375,0.25,0.0,0.6875,0.17916666666666667,0.0,0.8197916666666667,1
0,0.0,0,0.0,3,17.0,0.066666667,0.133333333,0.0,0.4,May,2,12,8,3,Returning_Visitor,False,False,17.0,4.25,0.0,0.0,0.75,0.0,0.0,0.9444444444444444,2
0,0.0,0,0.0,7,323.5,0.0,0.057142857,0.0,0.0,May,2,2,1,5,New_Visitor,False,False,323.5,40.4375,0.0,0.0,0.875,0.0,0.0,0.9969183359013868,0
0,0.0,2,163.0,62,813.0519481,0.003225806,0.011827957,9.311854839,0.0,May,2,2,5,2,Returning_Visitor,True,False,976.0519481,15.016183816923077,0.0,0.03076923076923077,0.9538461538461539,0.0,0.16682838647113282,0.832148126495302,0
0,0.0,0,0.0,11,2028.5,0.0,0.036363636,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False,2028.5,169.04166666666666,0.0,0.0,0.9166666666666666,0.0,0.0,0.9995072677999507,0
5,158.0,0,0.0,56,2220.871465,0.003389831,0.006327684,10.24598305,0.0,May,2,2,2,2,Returning_Visitor,False,False,2378.871465,38.3688945967742,0.08064516129032258,0.0,0.9032258064516129,0.0663901401078398,0.0,0.933189669131984,0
0,0.0,0,0.0,15,440.0,0.0,0.033333333,0.0,0.8,May,4,1,4,2,Returning_Visitor,False,False,440.0,27.5,0.0,0.0,0.9375,0.0,0.0,0.9977324263038548,0
0,0.0,0,0.0,17,1356.0,0.0,0.035294118,0.0,0.6,May,4,1,3,3,Returning_Visitor,False,False,1356.0,75.33333333333333,0.0,0.0,0.9444444444444444,0.0,0.0,0.9992630803242447,0
0,0.0,0,0.0,6,399.0,0.0,0.033333333,0.0,0.0,May,4,2,4,4,Returning_Visitor,False,False,399.0,57.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9975,0
0,0.0,0,0.0,13,231.5,0.015384615,0.046153846,0.0,0.0,May,1,1,3,4,Returning_Visitor,False,False,231.5,16.535714285714285,0.0,0.0,0.9285714285714286,0.0,0.0,0.9956989247311828,2
7,134.0,2,196.0,11,438.5833333,0.0125,0.032291667,0.0,0.0,May,2,5,1,2,Returning_Visitor,False,False,768.5833333,36.59920634761905,0.3333333333333333,0.09523809523809523,0.5238095238095238,0.17412019491820768,0.25468327017887094,0.5698971304632332,1
0,0.0,0,0.0,5,164.0,0.0,0.04,0.0,0.0,May,4,1,1,1,Returning_Visitor,False,False,164.0,27.333333333333332,0.0,0.0,0.8333333333333334,0.0,0.0,0.9939393939393939,0
0,0.0,0,0.0,8,347.6666667,0.0875,0.102083333,0.0,0.2,May,3,2,1,3,Returning_Visitor,False,False,347.6666667,38.62962963333334,0.0,0.0,0.8888888888888888,0.0,0.0,0.9971319311666221,2
1,26.0,2,33.0,6,64.0,0.0,0.022222222,0.0,0.2,May,1,1,3,4,Returning_Visitor,False,False,123.0,12.3,0.1,0.2,0.6,0.20967741935483872,0.2661290322580645,0.5161290322580645,1
1,38.0,2,20.0,57,2931.580303,0.004,0.021833333,0.0,1.0,May,2,2,4,2,Returning_Visitor,True,False,2989.580303,49.00951316393443,0.01639344262295082,0.03278688524590164,0.9344262295081968,0.012706563994245634,0.006687665260129281,0.9802713874826187,0
0,0.0,1,55.0,63,1462.45,0.0,0.003225806,22.088,0.0,May,2,2,1,5,New_Visitor,False,True,1517.45,23.345384615384617,0.0,0.015384615384615385,0.9692307692307692,0.0,0.03622114656393032,0.9631202871349073,0
0,0.0,0,0.0,22,402.5,0.047619048,0.059047619,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False,402.5,17.5,0.0,0.0,0.9565217391304348,0.0,0.0,0.9975216852540273,2
4,26.0,0,0.0,18,727.6190476,0.0,0.013333333,0.0,0.0,May,2,2,5,3,New_Visitor,True,False,753.6190476,32.76604554782609,0.17391304347826086,0.0,0.782608695652174,0.03445447087863834,0.0,0.964220357164491,0
1,57.0,3,59.5,15,553.1666667,0.0,0.011111111,0.0,0.0,May,2,2,1,1,Returning_Visitor,True,False,669.6666667,33.483333335,0.05,0.15,0.75,0.08499005963792297,0.08871769383256871,0.82480119285165,0
2,33.0,0,0.0,22,460.6666667,0.0,0.025,0.0,0.6,May,3,2,3,1,Returning_Visitor,False,False,493.6666667,19.746666668,0.08,0.0,0.88,0.06671159029200056,0.0,0.9312668463658176,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.8,May,3,2,3,3,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,3
3,314.5,0,0.0,22,2837.166667,0.0,0.008333333,0.0,0.0,May,2,4,2,2,New_Visitor,False,False,3151.666667,121.21794873076922,0.11538461538461539,0.0,0.8461538461538461,0.09975681961305172,0.0,0.8999259885916763,0
2,10.66666667,0,0.0,34,541.5,0.017142857,0.03352381,0.0,0.0,May,3,2,4,13,Returning_Visitor,False,False,552.16666667,14.923423423513515,0.05405405405405406,0.0,0.918918918918919,0.01928291654703656,0.0,0.9789093100272436,0
0,0.0,0,0.0,2,13.0,0.0,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False,13.0,4.333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.9285714285714286,2
6,106.5,0,0.0,3,70.5,0.0,0.022222222,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False,177.0,17.7,0.6,0.0,0.3,0.598314606741573,0.0,0.3960674157303371,1
2,83.0,0,0.0,3,264.0,0.0,0.05,0.0,0.6,May,3,3,7,11,New_Visitor,False,False,347.0,57.833333333333336,0.3333333333333333,0.0,0.5,0.23850574712643677,0.0,0.7586206896551724,1
0,0.0,0,0.0,89,1638.888095,0.014367816,0.040659551,0.0,0.8,May,2,2,6,11,Returning_Visitor,False,False,1638.888095,18.20986772222222,0.0,0.0,0.9888888888888889,0.0,0.0,0.9993902022930412,0
1,537.0,0,0.0,14,1383.5,0.0,0.030769231,9.407538462,0.0,May,2,2,3,1,Returning_Visitor,False,True,1920.5,120.03125,0.0625,0.0,0.875,0.27946916471506633,0.0,0.7200104085349986,0
0,0.0,0,0.0,5,215.0,0.04,0.08,0.0,0.6,May,3,2,3,2,Returning_Visitor,False,False,215.0,35.833333333333336,0.0,0.0,0.8333333333333334,0.0,0.0,0.9953703703703703,2
8,211.9642857,0,0.0,26,1382.66514,0.017283951,0.02287478,0.0,0.6,May,3,2,7,4,Returning_Visitor,False,False,1594.6294257,45.56084073428571,0.22857142857142856,0.0,0.7428571428571429,0.1328405469879146,0.0,0.8665327410801711,0
4,69.0,1,537.0,42,352.5,0.004255319,0.019148936,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False,958.5,19.96875,0.08333333333333333,0.020833333333333332,0.875,0.07191245440333507,0.559666492965086,0.36737884314747266,1
0,0.0,0,0.0,41,1444.166667,0.009756098,0.026829268,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False,1444.166667,34.38492064285714,0.0,0.0,0.9761904761904762,0.0,0.0,0.9993080382887076,0
3,19.5,0,0.0,16,250.0833333,0.0,0.013157895,0.0,0.0,May,2,2,3,2,New_Visitor,False,False,269.5833333,13.479166665,0.15,0.0,0.8,0.07206652295313416,0.0,0.9242377579210641,0
0,0.0,0,0.0,15,327.5,0.0,0.013333333,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False,327.5,20.46875,0.0,0.0,0.9375,0.0,0.0,0.9969558599695586,0
3,55.0,0,0.0,48,1085.078571,0.015833333,0.013690476,0.0,0.0,May,3,2,2,3,Returning_Visitor,False,False,1140.078571,21.924587903846152,0.057692307692307696,0.0,0.9230769230769231,0.04820001128563828,0.0,0.9509236248728047,0
0,0.0,0,0.0,58,2665.798039,0.007142857,0.027288961,0.0,0.8,May,2,2,3,4,Returning_Visitor,False,False,2665.798039,45.183017610169486,0.0,0.0,0.9830508474576272,0.0,0.0,0.9996250184733243,0
0,0.0,0,0.0,5,164.0,0.04,0.08,0.0,0.0,May,2,2,1,3,Returning_Visitor,True,False,164.0,27.333333333333332,0.0,0.0,0.8333333333333334,0.0,0.0,0.9939393939393939,2
1,0.0,0,0.0,20,816.5,0.05,0.093333333,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False,816.5,37.11363636363637,0.045454545454545456,0.0,0.9090909090909091,0.0,0.0,0.998776758409786,2
6,175.0,1,10.0,25,2877.5,0.007692308,0.037435897,0.0,0.0,May,2,2,7,1,Returning_Visitor,False,False,3062.5,92.8030303030303,0.18181818181818182,0.030303030303030304,0.7575757575757576,0.05712420434143953,0.003264240248082259,0.9392851313856699,0
0,0.0,0,0.0,3,36.0,0.0,0.066666667,0.0,0.0,May,2,7,3,11,Returning_Visitor,True,False,36.0,9.0,0.0,0.0,0.75,0.0,0.0,0.972972972972973,2
3,81.0,0,0.0,19,448.0333333,0.0,0.012857143,0.0,0.0,May,3,2,5,4,Returning_Visitor,True,False,529.0333333,23.001449273913043,0.13043478260869565,0.0,0.8260869565217391,0.15282057733179175,0.0,0.8452927488739886,0
0,0.0,0,0.0,6,30.0,0.183333333,0.188888889,0.0,0.8,May,3,2,6,1,Returning_Visitor,False,False,30.0,4.285714285714286,0.0,0.0,0.8571428571428571,0.0,0.0,0.967741935483871,2
7,106.8285714,0,0.0,181,6842.002513,0.0,0.007218823,11.29607044,0.0,May,4,1,3,4,Returning_Visitor,True,False,6948.831084400001,36.76630203386244,0.037037037037037035,0.0,0.9576719576719577,0.015371391060107013,0.0,0.9844847205506853,0
10,161.7083333,1,0.0,126,2645.833333,0.004511278,0.01597088,2.776907268,0.6,May,3,2,2,3,Returning_Visitor,False,False,2807.5416663,20.34450482826087,0.07246376811594203,0.007246376811594203,0.9130434782608695,0.057577331054175215,0.0,0.9420666122734246,0
1,50.33333333,0,0.0,21,586.1892857,0.0,0.005555556,0.0,0.6,May,1,1,1,2,Returning_Visitor,False,False,636.52261903,27.674896479565216,0.043478260869565216,0.0,0.9130434782608695,0.07895144709780322,0.0,0.9194799811054478,0
5,766.8333333,0,0.0,37,1133.016667,0.0,0.013846154,49.66307692,0.0,May,4,2,4,2,Returning_Visitor,False,True,1899.8500003000001,44.18255814651163,0.11627906976744186,0.0,0.8604651162790697,0.4034160155609202,0.0,0.5960579040014639,0
0,0.0,0,0.0,42,562.6666667,0.009340659,0.032583774,0.0,0.0,May,2,2,4,13,Returning_Visitor,False,False,562.6666667,13.08527131860465,0.0,0.0,0.9767441860465116,0.0,0.0,0.9982259018333397,0
0,0.0,0,0.0,11,219.5,0.018181818,0.046060606,0.0,0.6,May,1,1,3,3,Returning_Visitor,False,False,219.5,18.291666666666668,0.0,0.0,0.9166666666666666,0.0,0.0,0.9954648526077098,2
3,29.33333333,0,0.0,35,468.0,0.011428571,0.022857143,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False,497.33333333,12.752136752051282,0.07692307692307693,0.0,0.8974358974358975,0.058862876247885366,0.0,0.9391304347888905,0
1,4.0,0,0.0,62,3000.250794,0.004918033,0.029535519,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,False,3004.250794,46.94141865625,0.015625,0.0,0.96875,0.0013310037245430639,0.0,0.9983362453443212,0
0,0.0,1,20.0,13,816.9545455,0.028571429,0.047619048,0.0,0.0,May,3,2,8,1,Returning_Visitor,False,False,836.9545455,55.7969697,0.0,0.06666666666666667,0.8666666666666667,0.0,0.023867643068952123,0.9749389747776003,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,4,13,Returning_Visitor,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3
0,0.0,0,0.0,9,143.0,0.055555556,0.122222222,0.0,1.0,May,2,6,1,2,Returning_Visitor,True,False,143.0,14.3,0.0,0.0,0.9,0.0,0.0,0.9930555555555556,2
0,0.0,0,0.0,15,1861.5,0.0,0.026666667,0.0,0.0,May,3,3,4,3,Returning_Visitor,False,False,1861.5,116.34375,0.0,0.0,0.9375,0.0,0.0,0.9994630872483221,0
0,0.0,0,0.0,6,815.0,0.05,0.044444444,0.0,0.2,May,1,2,1,4,Returning_Visitor,False,False,815.0,116.42857142857143,0.0,0.0,0.8571428571428571,0.0,0.0,0.9987745098039216,0
4,130.5,0,0.0,6,165.5,0.0,0.033333333,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False,296.0,26.90909090909091,0.36363636363636365,0.0,0.5454545454545454,0.4393939393939394,0.0,0.5572390572390572,1
11,1215.333333,0,0.0,26,1090.916667,0.014193548,0.033870968,19.55501935,0.0,May,2,4,7,2,Returning_Visitor,False,False,2306.25,60.69078947368421,0.2894736842105263,0.0,0.6842105263157895,0.5267454038357352,0.0,0.47282117975945387,1
0,0.0,0,0.0,8,133.0,0.0,0.025,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False,133.0,14.777777777777779,0.0,0.0,0.8888888888888888,0.0,0.0,0.9925373134328358,0
0,0.0,0,0.0,9,83.0,0.044444444,0.066666667,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,False,83.0,8.3,0.0,0.0,0.9,0.0,0.0,0.9880952380952381,2
0,0.0,0,0.0,7,24.0,0.042857143,0.1,0.0,0.8,May,2,4,1,3,Returning_Visitor,False,False,24.0,3.0,0.0,0.0,0.875,0.0,0.0,0.96,2
1,69.0,0,0.0,25,533.0714286,0.0,0.026923077,0.0,0.0,May,2,2,7,2,Returning_Visitor,False,False,602.0714286,22.298941799999998,0.037037037037037035,0.0,0.9259259259259259,0.11441430770510888,0.0,0.8839275139223534,0
0,0.0,0,0.0,13,303.4,0.0,0.016666667,239.98,0.0,May,2,2,5,2,Returning_Visitor,False,True,303.4,21.67142857142857,0.0,0.0,0.9285714285714286,0.0,0.0,0.9967148488830486,0
0,0.0,0,0.0,31,516.4761905,0.006896552,0.018965517,0.0,0.0,May,3,2,3,13,Returning_Visitor,True,False,516.4761905,16.139880953125,0.0,0.0,0.96875,0.0,0.0,0.9980675439404588,0
0,0.0,0,0.0,5,72.5,0.0,0.04,0.0,0.0,May,2,6,6,3,Returning_Visitor,False,False,72.5,12.083333333333334,0.0,0.0,0.8333333333333334,0.0,0.0,0.9863945578231292,2
1,4.0,0,0.0,34,652.9238095,0.00625,0.036830357,0.0,1.0,May,1,1,3,4,Returning_Visitor,True,False,656.9238095,18.24788359722222,0.027777777777777776,0.0,0.9444444444444444,0.00607973133399727,0.0,0.9924003358325034,0
2,7.0,1,0.0,79,3393.903571,0.017761848,0.04031012,0.0,1.0,May,2,2,1,5,Returning_Visitor,True,False,3400.903571,40.97474181927711,0.024096385542168676,0.012048192771084338,0.9518072289156626,0.0020576714930054083,0.0,0.9976483754365653,0
0,0.0,0,0.0,11,210.0,0.009090909,0.024242424,0.0,0.0,May,2,2,8,2,Returning_Visitor,False,False,210.0,17.5,0.0,0.0,0.9166666666666666,0.0,0.0,0.995260663507109,0
0,0.0,0,0.0,10,466.5,0.0,0.022222222,0.0,0.0,May,1,8,6,6,New_Visitor,False,False,466.5,42.40909090909091,0.0,0.0,0.9090909090909091,0.0,0.0,0.9978609625668449,0
2,37.0,0,0.0,28,2778.333333,0.007142857,0.023809524,5.569285714,0.0,May,2,2,2,11,Returning_Visitor,True,False,2815.333333,90.81720429032258,0.06451612903225806,0.0,0.9032258064516129,0.013137649427522505,0.0,0.9865072789663283,0
2,57.5,0,0.0,10,677.5,0.047619048,0.070138889,0.0,0.0,May,3,2,2,13,Returning_Visitor,False,False,735.0,56.53846153846154,0.15384615384615385,0.0,0.7692307692307693,0.078125,0.0,0.920516304347826,2
